,id,title,date_published,which_half,url,domain,num_tweets,score,site_type,num_peaks,active_days,lifespan,active_ratio
614,1636283,Coronavirus: Hillary Clinton Calls to 'Make Voting by Mail the Norm' in 2020,2020-03-18 19:54:03+00:00,1,https://www.breitbart.com/politics/2020/03/18/coronavirus-hillary-clinton-calls-to-make-voting-by-mail-the-norm/,breitbart.com,1055,8.3601064682,claim,1,14,52,0.2692307692307692
617,1629242,These 17 states must change their laws to let voters cast absentee mail ballots without an excuse,2020-03-16 17:59:05+00:00,1,https://www.dailykos.com/stories/2020/3/16/1927986/-These-17-states-must-change-their-laws-to-let-voters-cast-absentee-mail-ballots-without-an-excuse,dailykos.com,415,8.2072982788,claim,1,10,46,0.21739130434782608
619,1614810,Democrat Voter Fraud in Minnesota,2020-03-13 04:01:09+00:00,1,https://www.frontpagemag.com/fpm/2020/03/democrat-voter-fraud-minnesota-bruce-hendry/,frontpagemag.com,262,7.880180835700001,claim,0,74,257,0.28793774319066145
713,1650299,Pelosi 'Stimulus' Bill Imposes Nationwide 'Ballot Harvesting' Without 'Any Limit',2020-03-23 23:00:34+00:00,1,https://www.breitbart.com/2020-election/2020/03/23/pelosi-stimulus-bill-imposes-nationwide-ballot-harvesting-without-any-limit/?fbclid=IwAR3lRU49LKaSMLoIzNWbCcU0V7d49Dn0a5fa4WtK9re4Dyt7wy85KxKDAvg,breitbart.com,5130,100.19557189940001,claim,1,33,230,0.14347826086956522
718,1645462,Gavin Newsom Allows Voting by Mail to Protect Californians from Virus,2020-03-22 00:52:40+00:00,1,https://www.breitbart.com/health/2020/03/21/gavin-newsom-allows-voting-by-mail-to-protect-californians-from-coronavirus/amp/?__twitter_impression=true,breitbart.com,417,9.3340187073,claim,1,6,36,0.16666666666666666
720,1657715,Wicked Immoral Woman: Pelosi Tried to Ram Illegal Ballot Harvesting into Coronavirus Stimulus Bill,2020-03-26 14:56:55+00:00,1,https://www.thegatewaypundit.com/2020/03/wicked-immoral-woman-pelosi-tried-to-ram-illegal-ballot-harvesting-into-coronavirus-stimulus-bill/,thegatewaypundit.com,307,75.9509811401,claim,1,7,19,0.3684210526315789
813,1680451,George Soros Groups Pushing Democrat Scheme for Mail-In Voting,2020-04-03 18:25:37+00:00,1,https://www.breitbart.com/politics/2020/04/03/george-soros-groups-pushing-democrat-scheme-mail-voting/?fbclid=IwAR3URgIfVZtNkvd4NdFGRa9yrfKNzWjDEtSKfI1h508E4pn71ghXXThHFb0,breitbart.com,28840,7.8446679115,claim,3,121,238,0.5084033613445378
815,1680244,Nolte: Voting by Mail Is a Terrible Democrat Idea that Invites Fraud,2020-04-03 17:17:15+00:00,1,https://www.breitbart.com/politics/2020/04/03/nolte-voting-by-mail-is-a-terrible-democrat-idea-that-invites-fraud/amp/?__twitter_impression=true,breitbart.com,386,24.0081596375,claim,1,28,161,0.17391304347826086
816,1671936,House Democrats Pushing for Mail-In Voting as Part of Next Stimulus,2020-03-31 20:47:05+00:00,1,https://www.breitbart.com/politics/2020/03/31/house-democrats-pushing-for-mail-in-voting-as-part-of-next-stimulus/amp/?__twitter_impression=true,breitbart.com,295,10.2524728775,claim,1,37,232,0.15948275862068967
913,1694943,Eric Eggers: You Don't Have to Take Trump's Word to See Mail-In Vote Fraud,2020-04-09 15:47:51+00:00,1,https://www.breitbart.com/politics/2020/04/09/eric-eggers-trump-mail-in-vote-fraud/amp/,breitbart.com,3222,9.7829637527,claim,2,22,227,0.09691629955947137
914,1698377,Trump's Latest Voter Fraud Misinformation,2020-04-10 14:17:59+00:00,1,https://www.factcheck.org/2020/04/trumps-latest-voter-fraud-misinformation/?fbclid=IwAR3zdt-Jmpu_mVQ4WIxGjYfAnYEeNSStge_WwBxtUz-_a4nAnL8_5Vm2CAk,factcheck.org,2787,9.2103786469,fact_checking,4,181,231,0.7835497835497836
916,1686905,Marc Elias: U.S. Needs Vote-by-Mail Ballot Harvesting,2020-04-06 17:15:42+00:00,1,https://www.breitbart.com/politics/2020/04/06/former-clinton-campaign-attorney-marc-elias-u-s-needs-vote-by-mail-ballot-harvesting-vote-anywhere-rules/amp/,breitbart.com,1381,87.95994567870001,claim,2,51,223,0.22869955156950672
917,1691152,Eggers: Dem Plan Would Mail Ballots to Potentially 24M Ineligible Voters,2020-04-08 03:49:24+00:00,1,https://www.breitbart.com/politics/2020/04/07/exclusive-eric-eggers-democrat-plan-could-mail-ballots-to-24m-ineligible-voters/amp/,breitbart.com,1260,8.9778156281,claim,2,30,169,0.17751479289940827
918,1699063,Barack Obama Uses Coronavirus as Excuse to Push For 'Vote-by-Mail' in November,2020-04-11 00:32:09+00:00,1,https://www.thegatewaypundit.com/2020/04/barack-obama-uses-coronavirus-excuse-push-vote-mail-november/,thegatewaypundit.com,981,8.5985832214,claim,1,7,30,0.23333333333333334
920,1694052,Pelosi Wants New Coronavirus Relief Package to Include Stipulations For Federally Forced Vote By Mail For 2020 Election ⋆ Conservative Firing Line,2020-04-09 04:15:11+00:00,1,https://conservativefiringline.com/pelosi-wants-new-coronavirus-relief-package-to-include-stipulations-for-federally-forced-vote-by-mail-for-2020-election/,conservativefiringline.com,640,9.5435991287,claim,1,6,6,1.0
921,1691549,Trump launches bizarre attack on mail-in voting — after admitting he voted in Florida by mail,2020-04-08 12:05:00+00:00,1,https://www.rawstory.com/2020/04/trump-launches-bizarre-attack-on-mail-in-voting-after-admitting-he-voted-in-florida-by-mail/,rawstory.com,501,8.4126911163,claim,1,3,213,0.014084507042253521
926,1690380,Elizabeth Warren Joins Mounting Calls for Mail-In Voting,2020-04-07 21:19:34+00:00,1,https://www.breitbart.com/politics/2020/04/07/elizabeth-warren-calls-for-mail-in-voting-ban-on-cleaning-voter-rolls-sworn-statements-in-lieu-of-voter-id/,breitbart.com,325,9.1357021332,claim,1,4,220,0.01818181818181818
927,1697386,Potential for Fraud Is Why Mail-in Elections Should Be Dead Letter,2020-04-10 13:41:34+00:00,1,https://www.dailysignal.com/2020/04/10/potential-for-fraud-is-why-mail-in-elections-should-be-dead-letter/,dailysignal.com,248,8.6845436096,claim,0,56,185,0.3027027027027027
928,1690785,Trump Flat Out Calls It A ‘Terrible Thing’ To Make It Easier To Vote,2020-04-08 00:00:25+00:00,1,https://www.politicususa.com/2020/04/07/trump-flat-out-calls-it-a-terrible-thing-to-make-it-easier-to-vote.html,politicususa.com,240,21.5514564514,claim,1,3,3,1.0
929,1696163,Did Supreme Court vote remotely to “deny Wisconsin voters their right to vote remotely”? Yes and no,2020-04-09 04:00:00+00:00,1,https://www.politifact.com/factchecks/2020/apr/09/facebook-posts/did-supreme-court-vote-remotely-deny-wisconsin-vot/,politifact.com,238,8.718328476,fact_checking,1,6,8,0.75
1014,1706983,Democrat Lawyer Behind 'Russia Dossier' Pressures Nevada to Allow 'Ballot Harvesting',2020-04-14 18:52:17+00:00,1,https://www.breitbart.com/politics/2020/04/14/democrat-lawyer-russia-dossier-nevada-ballot-harvesting/amp/,breitbart.com,1928,103.2859115601,claim,1,8,205,0.03902439024390244
1015,1705383,REPORT: More Than 28 Million Mail Ballots Went Missing in Last Decade,2020-04-14 03:12:45+00:00,1,https://www.thegatewaypundit.com/2020/04/report-28-million-mail-ballots-went-missing-last-decade/,thegatewaypundit.com,1376,9.7088470459,claim,1,28,175,0.16
1016,1708211,True The Vote Ends Left’s Vote-by-Mail Scheme in New Mexico,2020-04-15 03:13:44+00:00,1,https://www.breitbart.com/politics/2020/04/14/exclusive-stopped-cold-true-the-vote-ends-lefts-vote-by-mail-scheme-in-new-mexico-as-national-battle-intensifies/amp/,breitbart.com,1348,8.6845436096,claim,1,26,163,0.15950920245398773
1019,1706602,Trump Tweets Against 'Ballot Harvesting' Which Pelosi Wants Nationwide,2020-04-14 16:50:22+00:00,1,https://www.breitbart.com/politics/2020/04/14/trump-tweets-against-ballot-harvesting-which-pelosi-wants-nationwide/,breitbart.com,921,105.9409332275,claim,1,6,15,0.4
1021,1714126,28 Million Mail-In Ballots Have Gone Missing,2020-04-17 06:00:37+00:00,1,https://www.frontpagemag.com/point/2020/04/28-million-mail-ballots-have-gone-missing-daniel-greenfield/,frontpagemag.com,847,7.3298296928,claim,1,7,37,0.1891891891891892
1022,1715218,Gorka: Greatest Coronavirus Threat Is Democrat Push for Mail-in-Voting,2020-04-17 16:56:39+00:00,1,https://www.breitbart.com/politics/2020/04/17/sebastian-gorka-greatest-threat-coronavirus-democrat-push-mail-voting/,breitbart.com,737,23.8591823578,claim,1,5,8,0.625
1023,1710306,Texas AG threatens to criminally sanction any group that tells voters to apply for a mail-in ballot to avoid COVID-19,2020-04-15 21:12:59+00:00,1,https://www.rawstory.com/2020/04/texas-ag-threatens-to-criminally-sanction-any-group-that-tells-voters-to-apply-for-a-mail-in-ballot-to-avoid-covid-19/,rawstory.com,544,75.7881774902,claim,1,6,7,0.8571428571428571
1024,1719970,Dem Sen. Coons Calls for $3.6 Billion Vote-by-Mail Funding -- 'We Ought to Be Able to Do This',2020-04-20 02:27:24+00:00,1,https://www.breitbart.com/clips/2020/04/19/dem-sen-coons-calls-for-3-6-billion-vote-by-mail-funding-we-ought-to-be-able-to-do-this/amp/?__twitter_impression=true,breitbart.com,537,9.6529655457,claim,1,15,197,0.07614213197969544
1026,1707875,Mail-In Voting For November Election Over Coronavirus Opens Door For Fraud Experts Say,2020-04-14 04:00:00+00:00,1,https://amp.dailycaller.com/2020/04/14/mail-vote-election-trump-democrats-fraud-coronavirus?__twitter_impression=true,dailycaller.com,404,9.1908693314,claim,1,23,216,0.10648148148148148
1030,1709481,Clinton Lawyer Behind Fake Russia Dossier Pressures Nevada to Allow Ballot Harvesting Due to Coronavirus Concerns,2020-04-15 16:40:36+00:00,1,https://www.thegatewaypundit.com/2020/04/clinton-lawyer-behind-fake-russia-dossier-pressures-nevada-allow-ballot-harvesting-due-coronavirus-concerns/?ff_campaign=dailypm&ff_content=daily&ff_medium=the-gateway-pundit&ff_source=Email,thegatewaypundit.com,249,86.6492080688,claim,1,3,4,0.75
1113,1733855,Cuomo Orders Absentee Ballot Applications Sent to Every New York Voter,2020-04-25 15:43:52+00:00,1,https://www.breitbart.com/health/2020/04/25/andrew-cuomo-orders-postage-paid-absentee-ballot-applications-sent-every-new-york-voter/,breitbart.com,2466,99.6486358643,claim,1,33,48,0.6875
1116,1729246,"Top Elections Lawyer: Vote-By-Mail Is ""The Most Massive Fraud Scheme In American History""",2020-04-23 17:29:08+00:00,1,https://www.zerohedge.com/political/top-elections-lawyer-vote-mail-most-massive-fraud-scheme-american-history,zerohedge.com,521,9.4799594879,claim,1,12,81,0.14814814814814814
1117,1729600,Pelosi: 'Chunk of money' in coronavirus bill will go to vote-by-mail - WND,2020-04-23 23:42:09+00:00,1,https://www.wnd.com/2020/04/pelosi-chunk-money-coronavirus-bill-will-go-vote-mail/,wnd.com,452,7.3691263199,claim,0,2,2,1.0
1121,1732057,Pelosi Pushes Vote-by-Mail -- 'Every Person Registered to Vote Should Receive a Ballot',2020-04-24 17:55:59+00:00,1,https://www.breitbart.com/clips/2020/04/24/pelosi-pushes-vote-by-mail-every-person-registered-to-vote-should-receive-a-ballot/,breitbart.com,320,83.5974807739,claim,1,9,100,0.09
1214,1745263,Fmr AG Jeff Sessions: Vote-by-Mail a 'Huge Threat to Democracy' -- 'They'll Pass This Over My Dead Political Body',2020-04-30 06:10:31+00:00,1,https://www.breitbart.com/politics/2020/04/29/fmr-ag-jeff-sessions-vote-by-mail-a-huge-threat-to-democracy-theyll-pass-this-over-my-dead-political-body/amp/,breitbart.com,1050,9.4372968674,claim,1,9,21,0.42857142857142855
1215,1744698,Rice: Pandemic an 'Opportunity' to Make Sure Every American Has 'Access' to the Ballot by Mail,2020-04-30 02:44:53+00:00,1,https://www.breitbart.com/clips/2020/04/29/rice-pandemic-an-opportunity-to-make-sure-every-american-has-access-the-ballot-by-mail/amp/?__twitter_impression=true,breitbart.com,689,79.99350738529999,claim,1,6,8,0.75
1218,1746357,28 Million Reasons Not to Trust a Mail-In Election,2020-04-30 04:00:00+00:00,1,https://www.dailysignal.com/2020/04/30/28-million-reasons-not-to-trust-a-mail-in-election/amp/?__twitter_impression=true,dailysignal.com,562,22.090726852399996,claim,1,18,150,0.12
1219,1755327,Oklahoma Supreme Court strikes down law that would have required tens of thousands of notaries for mail voting,2020-05-04 21:51:25+00:00,1,https://www.rawstory.com/2020/05/oklahoma-supreme-court-strikes-down-law-that-would-have-required-tens-of-thousands-of-notaries-for-mail-voting/,rawstory.com,540,8.6003255844,claim,1,5,8,0.625
1220,1745776,Experts surprised to find no evidence of COVID-19 spike from Wisconsin's in-person voting,2020-04-30 04:00:00+00:00,1,https://www.theblaze.com/news/2020/04/30/wisconsin-voting-coronavirus-covid/amp?__twitter_impression=true,theblaze.com,503,6.840997219099999,claim,1,6,26,0.23076923076923078
1221,1747440,Judge shoots down attack on vote-by-mail: ‘Their claim of voter fraud is without any factual basis’,2020-05-01 02:15:46+00:00,1,https://www.rawstory.com/2020/04/judge-shoots-down-attack-on-vote-by-mail-their-claim-of-voter-fraud-is-without-any-factual-basis/,rawstory.com,349,17.9942703247,claim,0,1,1,1.0
1222,1751223,Ala. Sec of State Merrill: Vote-by-Mail 'Not Something We Need to Consider Right Now',2020-05-02 19:35:35+00:00,1,https://www.breitbart.com/clips/2020/05/02/ala-sec-of-state-merrill-vote-by-mail-not-something-we-need-to-consider-right-now/,breitbart.com,330,8.360042572000001,claim,1,5,17,0.29411764705882354
1223,1755800,Voter Fraud Goes Viral,2020-05-05 01:49:24+00:00,1,https://www.frontpagemag.com/fpm/2020/05/voter-fraud-goes-viral-lloyd-billingsley/,frontpagemag.com,317,8.6003255844,claim,1,4,5,0.8
1313,1773256,Eric Eggers: ‘Fair to Assume’ Illegals Will Get Mail-in Ballots in California,2020-05-12 18:17:19+00:00,1,https://www.breitbart.com/politics/2020/05/12/exclusive-eric-eggers-fair-to-assume-illegal-aliens-will-get-mail-in-ballots-in-california/amp/,breitbart.com,1956,9.1555023193,claim,1,11,153,0.0718954248366013
1314,1766714,Database Swells to 1285 Proven Cases of Voter Fraud in America,2020-05-09 04:00:00+00:00,1,https://www.dailysignal.com/2020/05/09/database-swells-to-1285-proven-cases-of-voter-fraud-in-america/amp/?__twitter_impression=true,dailysignal.com,1237,22.1362533569,claim,3,159,203,0.7832512315270936
1316,1767770,California Governor Gavin Newsom Signs Executive Order Permitting Voting By Mail In November,2020-05-10 03:10:14+00:00,1,https://www.thegatewaypundit.com/2020/05/california-governor-gavin-newsom-signs-executive-order-permitting-voting-mail-november/,thegatewaypundit.com,661,8.4376716614,claim,1,6,18,0.3333333333333333
1317,1765818,Trump Campaign Slams California's Vote-by-Mail Order,2020-05-08 23:27:49+00:00,1,https://www.breitbart.com/2020-election/2020/05/08/trump-campaign-slams-californias-vote-by-mail-order-wide-open-opportunity-for-fraud/amp/,breitbart.com,642,8.8576374054,claim,1,7,21,0.3333333333333333
1318,1765808,California Gov. Newsom orders statewide vote-by-mail for November citing coronavirus fears,2020-05-08 22:58:46+00:00,1,https://www.theblaze.com/news/california-gov-newsom-orders-statewide-vote-by-mail-for-november-citing-coronavirus-fears,theblaze.com,472,8.3601064682,claim,1,6,9,0.6666666666666666
1319,1765408,GOP Launches 'Protect the Vote' to Fight Left's Vote-by-Mail Scheme,2020-05-08 19:55:04+00:00,1,https://www.breitbart.com/politics/2020/05/08/rnc-launches-protect-vote-fight-lefts-vote-mail-scheme/amp/?__twitter_impression=true,breitbart.com,398,9.654026031499999,claim,1,9,177,0.05084745762711865
1320,1767450,Pinkerton: California to Mail Out 21 Million Ballots. What Could Go Wrong?,2020-05-09 22:01:05+00:00,1,https://www.breitbart.com/2020-election/2020/05/09/pinkerton-california-to-mail-out-21-million-ballots-what-could-go-wrong/,breitbart.com,396,8.642826080299999,claim,1,6,18,0.3333333333333333
1321,1774040,Pelosi Coronavirus Plan: Nationwide Mail-In Voting Ballot Harvesting,2020-05-12 23:14:02+00:00,1,https://www.breitbart.com/politics/2020/05/12/pelosi-coronavirus-plan-nationwide-mail-in-voting-ballot-harvesting-for-2020-election/,breitbart.com,293,109.3125610352,claim,1,6,14,0.42857142857142855
1322,1773625,Hillary Warns We Could 'Lose Right to Vote' Unless Vote by Mail,2020-05-12 20:34:11+00:00,1,https://www.breitbart.com/politics/2020/05/12/hillary-clinton-warns-americans-could-lose-their-right-to-vote-unless-we-have-vote-by-mail/,breitbart.com,238,8.9778499603,claim,1,5,71,0.07042253521126761
1323,1767059,Hillary Clinton Hopes Other Governors Follow Newsom’s Lead and Order Vote-by-Mail,2020-05-09 17:50:57+00:00,1,https://www.breitbart.com/politics/2020/05/09/hillary-clinton-i-hope-other-governors-follow-newsoms-lead-order-vote-mail/,breitbart.com,221,9.8827991486,claim,1,5,10,0.5
1413,1794041,DOJ: Democrats Paid Pennsylvania Election Officials to Stuff Ballot Box,2020-05-21 17:15:16+00:00,1,https://www.breitbart.com/politics/2020/05/21/doj-democrats-paid-pennsylvania-election-officials-to-stuff-ballot-box/?fbclid=IwAR311FVjN_d8LSYIktgO3Xq2lAbtbtejIU-xIPnZS5dMqscmCWBng7ZAZNE,breitbart.com,80250,88.2657546997,claim,7,148,190,0.7789473684210526
1414,1794595,Philly Elections Judge Pleads Guilty to Stuffing Ballot Boxes for Bribes,2020-05-21 20:36:41+00:00,1,https://freebeacon.com/courts/philly-elections-judge-pleads-guilty-to-stuffing-ballot-boxes-for-bribes/,freebeacon.com,3831,106.72164154049999,claim,1,14,126,0.1111111111111111
1415,1784810,House Republican Introduces Bill to Ban 'Ballot Harvesting',2020-05-17 20:39:46+00:00,1,https://www.breitbart.com/politics/2020/05/17/house-republican-introduces-bill-to-ban-ballot-harvesting/amp/?__twitter_impression=true,breitbart.com,3022,110.1445999146,claim,1,12,75,0.16
1416,1790795,‘Objectively nuts’: Trump’s threat against Michigan over absentee ballot applications stuns observers,2020-05-20 12:48:40+00:00,1,https://www.rawstory.com/2020/05/objectively-nuts-trumps-threat-against-michigan-over-absentee-ballot-applications-stuns-observers/,rawstory.com,2142,80.5413970947,claim,1,4,4,1.0
1418,1793734,DOJ Charges Philadelphia Election Official with Stuffing Ballot Box,2020-05-21 04:00:00+00:00,1,https://pjmedia.com/columns/j-christian-adams/2020/05/21/philadelphia-ballot-box-stuffing-charges-by-justice-department-n413688/amp,pjmedia.com,1604,102.33568573,claim,2,55,190,0.2894736842105263
1419,1797282,This Doesn't Bode Well for Vote-by-Mail: Many Oregon Voters Received the Wrong Primary Ballot,2020-05-22 04:00:00+00:00,1,https://pjmedia.com/election/jeff-reynolds/2020/05/22/this-doesnt-bode-well-for-vote-by-mail-many-oregon-voters-received-the-wrong-primary-ballot-n417576?fbclid=IwAR1w3uFwKC4lxYNnv6LMh6yEaY0-4_CVQkUoBD5WiBOgcLXOtnQXOD1qNz8,pjmedia.com,1170,78.8016433716,claim,2,41,172,0.23837209302325582
1420,1790767,Donald Trump Threatens to Punish Michigan for Mailing Absentee Ballots,2020-05-20 12:25:25+00:00,1,https://www.breitbart.com/politics/2020/05/20/donald-trump-threatens-to-punish-michigan-for-mailing-absentee-ballot-applications-to-voters/,breitbart.com,1029,48.272819518999995,claim,1,4,6,0.6666666666666666
1421,1789785,Michigan Uses $4.5 Million in CARES Act Funds to Push Vote-by-Mail,2020-05-19 21:52:50+00:00,1,https://www.breitbart.com/politics/2020/05/19/michigan-uses-4-5-million-in-cares-act-funds-to-push-vote-by-mail/?fbclid=IwAR3LVq0nhDy-sfqSzqKXL47MFBr1MUtzrQA7JFyJipQWSGth6ys0r1vvjAk,breitbart.com,870,21.8747711182,claim,1,22,130,0.16923076923076924
1422,1793795,Has President Trump Ever Voted by Mail?,2020-05-21 15:49:49+00:00,1,https://www.snopes.com/fact-check/trump-ever-voted-by-mail/,snopes.com,729,10.2178115845,fact_checking,2,92,187,0.4919786096256685
1423,1782339,Louie Gohmert: Democrat '$3 Trillion Giveaway' Will 'Make Ballot Harvesting Legal for the Whole Country',2020-05-16 05:49:20+00:00,1,https://www.breitbart.com/politics/2020/05/15/louie-gohmert-democrat-3-trillion-giveaway-will-make-ballot-harvesting-legal-for-the-whole-country/,breitbart.com,643,95.68815612790002,claim,1,2,2,1.0
1424,1797473,RNC Joins Opposition to Lawsuit Demanding Ballot Harvesting in Florida,2020-05-22 22:40:40+00:00,1,https://www.breitbart.com/politics/2020/05/22/rnc-joins-opposition-to-lawsuit-demanding-ballot-harvesting-in-florida/amp/,breitbart.com,628,107.8092651367,claim,1,3,3,1.0
1425,1789791,All Texans can vote by mail after judge rules absentee ballot restrictions are illegal,2020-05-19 22:16:30+00:00,1,https://www.rawstory.com/2020/05/all-texans-can-vote-by-mail-after-judge-rules-absentee-ballot-restrictions-are-illegal/,rawstory.com,606,95.2258529663,claim,1,4,5,0.8
1426,1794546,Democratic Party Official Admits He Took Bribes To Stuff Ballot Boxes,2020-05-21 20:26:31+00:00,1,https://www.zerohedge.com/political/democratic-party-official-admits-he-took-bribes-stuff-ballot-boxes,zerohedge.com,468,104.21134185790001,claim,1,5,5,1.0
1427,1791725,Michigan Secretary Of State Destroys Trump’s Mail-In Voting Lies,2020-05-20 04:00:00+00:00,1,https://www.politicususa.com/2020/05/20/michigan-sec-of-state-mail-in-voting.html,politicususa.com,426,23.5606460571,claim,1,3,3,1.0
1429,1795043,Election Judge Pleads Guilty to Ballot Stuffing for Democrats,2020-05-21 04:00:00+00:00,1,https://www.dailysignal.com/2020/05/21/election-judge-pleads-guilty-to-ballot-stuffing-for-democrats/amp/?__twitter_impression=true,dailysignal.com,384,95.70450592040001,claim,1,44,184,0.2391304347826087
1430,1794421,"Pelosi: ""Vote-by-Mail is More Democratic"" Than Voting in Person with Photo ID (VIDEO)",2020-05-21 19:48:23+00:00,1,https://www.thegatewaypundit.com/2020/05/pelosi-vote-mail-democratic-voting-person-photo-video/?ff_campaign=websitesharingbuttons&ff_medium=PostTopSharingButtons&ff_source=Twitter,thegatewaypundit.com,371,9.507068634,claim,1,3,3,1.0
1433,1795116,DOJ: Democrats Paid Pennsylvania Election Officials to Stuff Ballot Box,2020-05-22 00:01:20+00:00,1,https://truepundit.com/doj-democrats-paid-pennsylvania-election-officials-to-stuff-ballot-box/,truepundit.com,277,93.6114654541,claim,1,10,37,0.2702702702702703
1434,1788935,Texas Supreme Court Halts Mail-in Ballot Option as Texas AG Ken Paxton Goes to War With Voter Fraud,2020-05-19 21:00:12+00:00,1,https://www.redstate.com/brandon_morse/2020/05/19/texas-supreme-court-shoots-down-mail-in-ballot-option/,redstate.com,275,78.2899017334,claim,1,3,12,0.25
1436,1794695,Donald Trump Warns of Vote by Mail Ballot Pirates,2020-05-21 21:24:52+00:00,1,https://www.breitbart.com/politics/2020/05/21/donald-trump-warns-of-vote-by-mail-ballot-pirates/amp/,breitbart.com,248,96.9704818726,claim,1,3,3,1.0
1437,1794555,Cotton: We Must Block Democrats Using Pandemic to Get All-Mail Voting,2020-05-21 20:12:59+00:00,1,https://www.breitbart.com/radio/2020/05/21/tom-cotton-we-must-block-democrats-using-pandemic-to-get-all-mail-voting-ballot-harvesting/,breitbart.com,216,46.8527145386,claim,1,4,88,0.045454545454545456
1440,1794915,Did 28 Million Mail-In Ballots Go 'Missing' in Last Four Elections?,2020-05-21 22:41:52+00:00,1,https://www.snopes.com/fact-check/mail-in-ballots-missing/,snopes.com,164,24.8881149292,fact_checking,0,53,173,0.3063583815028902
1444,1792417,Trump's False Tweet About Michigan Absentee Ballot Applications,2020-05-20 18:10:32+00:00,1,https://www.factcheck.org/2020/05/trumps-false-tweet-about-michigan-absentee-ballot-applications/?platform=hootsuite,factcheck.org,125,94.4461746216,fact_checking,1,15,131,0.11450381679389313
1447,1792017,Trump falsely claims Michigan illegally sent ballots to all voters,2020-05-20 04:00:00+00:00,1,https://www.politifact.com/factchecks/2020/may/20/donald-trump/trump-falsely-claims-michigan-sent-ballots-all-vot/?fbclid=IwAR1z3SuP268utAhEGzPP5u7oQGDnthke0XL-CBVU6sLr2U_9QW31gr9igqE,politifact.com,105,10.2887020111,fact_checking,0,19,176,0.10795454545454546
1513,1804707,USPS Mail Carrier Charged with Fraud After Allegedly Tampering with Vote-by-Mail Requests,2020-05-26 23:47:14+00:00,1,https://www.breitbart.com/politics/2020/05/26/usps-mail-carrier-charged-with-fraud-after-allegedly-tampering-with-vote-by-mail-requests/?fbclid=IwAR3XRwADWyVK7VFhB_c2SdwTTeQVMjp7-EtYQSRgVNhEhxKNr5bV5AUsnlY,breitbart.com,3025,9.9293632507,claim,1,56,174,0.3218390804597701
1514,1800908,Pelosi on Mail-In Ballot Push: ‘We’re Now calling It Voting at Home’,2020-05-25 06:42:41+00:00,1,https://www.breitbart.com/politics/2020/05/24/pelosi-on-mail-in-ballot-push-were-now-calling-it-voting-at-home/amp/?__twitter_impression=true,breitbart.com,1968,86.22138214110001,claim,1,18,54,0.3333333333333333
1515,1800390,"President Trump Says Democrats Exploiting Coronavirus to Rig Election with Vote-By-Mail ""Scam""",2020-05-24 21:25:01+00:00,1,https://www.thegatewaypundit.com/2020/05/president-trump-says-democrats-exploiting-coronavirus-rig-election-vote-mail-scam/,thegatewaypundit.com,1489,9.436562538099999,claim,1,7,71,0.09859154929577464
1516,1801199,Republicans Sue California Gov. Gavin Newsom over Vote by Mail Mandate,2020-05-25 12:40:50+00:00,1,https://www.breitbart.com/2020-election/2020/05/25/republicans-sue-california-gov-gavin-newsom-over-vote-by-mail-mandate/,breitbart.com,1297,22.7234077454,claim,1,10,15,0.6666666666666666
1517,1799972,Trump: Democrats Trying to Exploit Coronavirus for Vote-by-Mail 'Scam',2020-05-24 16:42:41+00:00,1,https://www.breitbart.com/politics/2020/05/24/trump-democrats-exploiting-coronavirus-mail-ballots-scam/?fbclid=IwAR36TVuKhkAxcXBawy-RAFO9oxXCcfk-SDnWTC1smUSpfdVqNmWSBio774A,breitbart.com,722,22.2585659027,claim,1,6,31,0.1935483870967742
1518,1804595,Do Mail-In Ballots Increase Risk of Voter Fraud?,2020-05-26 22:22:14+00:00,1,https://www.snopes.com/fact-check/mail-in-ballot-voter-fraud/,snopes.com,716,42.483215332,fact_checking,1,86,178,0.48314606741573035
1520,1807178,Texas Supreme Court triggers outrage by denying mail-in ballots to at-risk voters: ‘Brazen and corrupt’,2020-05-27 23:49:33+00:00,1,https://www.rawstory.com/2020/05/texas-supreme-court-triggers-outrage-by-denying-mail-in-ballots-to-at-risk-voters-brazen-and-corrupt/,rawstory.com,597,21.6933765411,claim,0,2,2,1.0
1521,1807030,More False Mail-In Ballot Claims from Trump,2020-05-27 17:52:33+00:00,1,https://www.factcheck.org/2020/05/more-false-mail-in-ballot-claims-from-trump/?fbclid=IwAR0Gvv490qpNiHCcztsC0_RxLAwWoQ8tn_irt4L3ZAzP1_CJ5RtKQncV6Bc,factcheck.org,495,110.8540115356,fact_checking,1,65,169,0.38461538461538464
1523,1804890,Mail carrier charged with attempted election fraud for allegedly altering mail-in ballots,2020-05-27 01:29:33+00:00,1,https://www.theblaze.com/news/mail-carrier-charged-with-attempted-election-fraud-for-allegedly-altering-mail-in-ballots?fbclid=IwAR3oDa8gCTzkMph4DL0mbg1qhQfW0shj0EUvAB3ljEe8HKwbmFxR06YAPfk,theblaze.com,464,22.2170963287,claim,1,10,126,0.07936507936507936
