,id,title,url,num_tweets
2865,1738863,John Cusack Calls on Bernie Sanders to 'Un Endorse' Joe Biden And 'Re Open Campaign',https://www.breitbart.com/entertainment/2020/04/27/john-cusack-calls-on-bernie-sanders-to-un-endorse-joe-biden-and-re-open-campaign/,114
2866,1714093,Progressives Want Mail Voting,https://www.frontpagemag.com/fpm/2020/04/progressives-want-mail-voting-j-christian-adams-0/,108
2945,1773256,Eric Eggers: ‘Fair to Assume’ Illegals Will Get Mail-in Ballots in California,https://www.breitbart.com/politics/2020/05/12/exclusive-eric-eggers-fair-to-assume-illegal-aliens-will-get-mail-in-ballots-in-california/,1956
2946,1766714,Database Swells to 1285 Proven Cases of Voter Fraud in America,https://www.dailysignal.com/2020/05/09/database-swells-to-1285-proven-cases-of-voter-fraud-in-america/,1176
2947,1763097,GOP spending $20 million on lawyers to try and make it more difficult for Americans to vote during pandemic: report,https://www.rawstory.com/2020/05/gop-spending-20-million-on-lawyers-to-try-and-make-it-more-difficult-for-americans-to-vote-during-pandemic-report/,1069
2948,1745263,Fmr AG Jeff Sessions: Vote-by-Mail a 'Huge Threat to Democracy' -- 'They'll Pass This Over My Dead Political Body',https://www.breitbart.com/politics/2020/04/29/fmr-ag-jeff-sessions-vote-by-mail-a-huge-threat-to-democracy-theyll-pass-this-over-my-dead-political-body/,1050
2949,1744698,Rice: Pandemic an 'Opportunity' to Make Sure Every American Has 'Access' to the Ballot by Mail,https://www.breitbart.com/clips/2020/04/29/rice-pandemic-an-opportunity-to-make-sure-every-american-has-access-the-ballot-by-mail/,689
2950,1765818,Trump Campaign Slams California's Vote-by-Mail Order,https://www.breitbart.com/2020-election/2020/05/08/trump-campaign-slams-californias-vote-by-mail-order-wide-open-opportunity-for-fraud/,642
2951,1746357,28 Million Reasons Not to Trust a Mail-In Election,https://www.dailysignal.com/2020/04/30/28-million-reasons-not-to-trust-a-mail-in-election/,562
2952,1765408,GOP Launches 'Protect the Vote' to Fight Left's Vote-by-Mail Scheme,https://www.breitbart.com/politics/2020/05/08/rnc-launches-protect-vote-fight-lefts-vote-mail-scheme/,398
